Time,Mag,Lat,Long,Depth,Day,Month
8,2.29,38.7898333,-122.7355,1.677,31,4
19,2.05,37.414,-121.7623333,7.34,30,4
15,3.73,38.792,-122.7631667,2.835,28,4
3,3.17,37.2566667,-121.6391667,5.135,28,4
1,2.15,37.8168333,-122.0586667,13.188,28,4
23,2.66,38.8195,-122.7908333,2.57,27,4
7,2.77,36.7286667,-121.3623333,5.534,26,4
7,2.22,38.8128333,-122.8283333,2.341,26,4
6,2.07,36.6231667,-121.2341667,6.014,24,4
4,2.24,36.5918333,-121.1011667,7.133,24,4
9,2.22,38.7713333,-122.7361667,0.98,23,4
11,2.24,37.633,-121.6791667,9.703,22,4
8,2.33,37.9775,-122.0545,17.227,22,4
5,2.2,38.4498333,-122.4985,9.106,22,4
0,2.29,37.9826667,-122.2521667,9.754,22,4
19,3.36,37.9801667,-122.2533333,9.734,21,4
11,2.48,38.8233333,-122.7628333,0.834,21,4
7,2.28,36.6446667,-121.2606667,4.244,20,4
18,2.4,36.573,-121.1656667,2.757,19,4
10,2.85,36.4145,-120.9935,7.041,18,4
0,2.75,36.5968333,-121.11,8.233,17,4
8,2.12,38.757,-122.7276667,1.762,16,4
12,2.03,36.9878333,-121.8311667,11.79,15,4
21,2.29,38.8373333,-122.8085,1.819,13,4
13,2.29,38.7611667,-122.7393333,2.348,12,4
13,2.1,38.7886667,-122.7346667,1.356,12,4
6,2.14,37.349,-121.7233333,2.537,12,4
1,2.47,36.8756667,-121.608,5.455,12,4
16,2.12,38.8823333,-122.9661667,3.324,11,4
5,2.36,36.5986667,-121.2093333,8.479,11,4
4,2.89,36.5973333,-121.1086667,8.363,11,4
7,3.34,38.7946667,-122.7761667,3.47,9,4
19,2.11,38.8378333,-122.8256667,1.634,7,4
16,2.69,36.8626667,-121.595,5.972,7,4
8,2.14,36.5575,-121.1478333,7.547,7,4
15,2.27,38.8298333,-122.7993333,1.726,6,4
11,2.39,38.7941667,-122.7673333,1.758,6,4
5,2.11,38.7873333,-122.7815,2.749,6,4
2,2.13,38.8291667,-122.798,0.792,6,4
2,2.12,38.8201667,-122.7911667,2.71,6,4
2,3.21,38.8231667,-122.7926667,2.88,6,4
20,2.09,38.8078333,-122.7975,2.606,5,4
19,2.64,38.7935,-122.764,1.295,5,4
0,2.14,36.8755,-121.6091667,10.955,5,4
2,2,36.8193333,-121.5428333,5.888,3,4
18,2.47,38.8111667,-122.8256667,0.109,2,4
15,2.15,36.7538333,-121.3488333,3.071,2,4
12,2.31,38.6781667,-122.9025,3.793,2,4
8,2,36.7616667,-121.4736667,5.906,2,4
8,2.12,37.8298333,-121.7675,18.333,2,4
13,2.56,36.7643333,-121.2785,7.797,1,4
